iter	Logloss
362	0.1031153528
363	0.1030184687
364	0.1029093704
365	0.1027668408
366	0.1026932088
367	0.1025640554
368	0.1024787863
369	0.102417277
370	0.1022449648
371	0.1021023334
372	0.1019955068
373	0.1019080487
374	0.1017942015
375	0.1016720416
376	0.1015629142
377	0.1014261436
378	0.1013119555
379	0.1011779997
380	0.1010224125
381	0.1008345752
382	0.1007417066
383	0.1006659744
384	0.1005520564
385	0.1004084973
386	0.1003351104
387	0.1002189995
388	0.1001268637
389	0.09999701244
390	0.09989108625
391	0.09979450184
392	0.09965577378
393	0.09954784208
394	0.09938093414
395	0.09927839464
396	0.09917733713
397	0.09907411718
398	0.09900753607
399	0.09894992195
400	0.09888836678
401	0.09878448099
402	0.09868593276
403	0.098570793
404	0.09844552433
405	0.09834938337
406	0.0982974477
407	0.09828284878
408	0.09817118259
409	0.09807175503
410	0.09791234356
411	0.09788404938
412	0.09777737695
413	0.09763040701
414	0.09754431122
415	0.09743666512
416	0.09726376843
417	0.09713592045
418	0.09707586598
419	0.09701003192
420	0.09697078907
421	0.09683663454
422	0.09678636554
423	0.09670903135
424	0.09664900363
425	0.09656084156
426	0.09641196961
427	0.09634319866
428	0.0962070049
429	0.09604921419
430	0.09583032518
431	0.09569390099
432	0.09563844832
433	0.09550833312
434	0.09545990205
435	0.0953331989
436	0.09523017238
437	0.09512487716
438	0.09506686838
439	0.09497552811
440	0.09483874995
441	0.09474414244
442	0.09460375077
443	0.09444750276
444	0.09432757815
445	0.09425438142
446	0.09414699844
447	0.09402288107
448	0.09387644615
449	0.09374036294
450	0.09366022627
451	0.09352531809
452	0.09340838973
453	0.09332931832
454	0.09329391248
455	0.09324088755
456	0.09317618568
457	0.09310587261
458	0.09302676114
459	0.09291656379
460	0.09277070188
461	0.09262989517
462	0.09252728229
463	0.09240445981
464	0.09233640369
465	0.09222258841
466	0.09211948694
467	0.09201653983
468	0.09196663423
469	0.09186311822
470	0.09176974129
471	0.09164497904
472	0.0915243187
473	0.09144497422
474	0.0913578074
475	0.09129724819
476	0.0912296903
477	0.09117769796
478	0.09110086805
479	0.0910389809
480	0.0908887461
481	0.09081249387
482	0.09070478948
483	0.09063138801
484	0.09059757641
485	0.09050798954
486	0.09047441915
487	0.09038959017
488	0.09030937427
489	0.09020085791
490	0.09012463133
491	0.09000661595
492	0.08991977401
493	0.08987236191
494	0.08978013878
495	0.0896835795
496	0.0896631463
497	0.08958256529
498	0.0895387854
499	0.08942246491
500	0.08939929199
501	0.08933160895
502	0.08924484262
503	0.08920363697
504	0.08914222712
505	0.08902817525
506	0.08896657868
507	0.08892175455
508	0.08885452928
509	0.08874413663
510	0.08868327105
511	0.08856195405
512	0.08850211661
513	0.08845136387
514	0.08839870366
515	0.08830150011
516	0.0882247222
517	0.08816527306
518	0.08813897688
519	0.0880686566
520	0.08802210684
521	0.0879639292
522	0.08790995676
523	0.08783726171
524	0.08774391984
525	0.08767155057
526	0.08758878851
527	0.0874698883
528	0.08745516195
529	0.0873622602
530	0.08728721783
531	0.08716167365
532	0.08707593684
533	0.08696749933
534	0.08685959533
535	0.08679086592
536	0.0866822759
537	0.08660059246
538	0.08651398974
539	0.08642772284
540	0.08638338536
541	0.0863634785
542	0.08626956501
543	0.08620366271
544	0.08617342118
545	0.08609803296
546	0.08598532093
547	0.08590584984
548	0.085815456
549	0.08574193212
550	0.08564122801
551	0.08554557677
552	0.08547444931
553	0.08544979986
554	0.08536624141
555	0.08530776261
556	0.08528337617
557	0.08518829615
558	0.0850443564
559	0.08497100091
560	0.08488605045
561	0.08479655783
562	0.08469786066
563	0.0845902866
564	0.08446470618
565	0.08439968524
566	0.08435645755
567	0.08427594537
568	0.08423770284
569	0.08416656862
570	0.08406453735
571	0.08396681412
572	0.08385836665
573	0.0837829588
574	0.08371512276
575	0.08364503846
576	0.08356202733
577	0.08348568473
578	0.08334923122
579	0.08325052472
580	0.08314016312
581	0.08306008493
582	0.08305036205
583	0.08294681482
584	0.08285769613
585	0.08279681781
586	0.08272035813
587	0.08265168836
588	0.08256879361
589	0.08253808237
590	0.08242584652
591	0.08233752461
592	0.08228636534
593	0.08222752797
594	0.08214434054
595	0.08210609635
596	0.08200952319
597	0.08188115065
598	0.0818226735
599	0.08178083219
600	0.08171647351
601	0.08167798287
602	0.08156620868
603	0.08148923804
604	0.08140891278
605	0.08129830718
606	0.0812335067
607	0.08115517982
608	0.0810852806
609	0.08104773961
610	0.08097970997
611	0.08093144753
612	0.0808666861
613	0.08082973394
614	0.08077206317
615	0.08071646433
616	0.08067486872
617	0.08059892397
618	0.08050580045
619	0.08045675056
620	0.08043758284
621	0.08035630821
622	0.08026193532
623	0.08019878298
624	0.08012927305
625	0.08011056583
626	0.08007941358
627	0.08002109761
628	0.07994157294
629	0.07980099126
630	0.07973748279
631	0.07965368596
632	0.07960896727
633	0.07951249402
634	0.07947735538
635	0.07934895636
636	0.07930789408
637	0.0791856252
638	0.07913146236
639	0.07902351949
640	0.07893427312
641	0.07887832547
642	0.07880578499
643	0.07878033341
644	0.07871412729
645	0.07861515725
646	0.07851670762
647	0.07844424907
648	0.07838956556
649	0.07835276951
650	0.07828488529
651	0.07821493109
652	0.07815434717
653	0.0780748482
654	0.07800819461
655	0.07792983484
656	0.07784280741
657	0.07778669175
658	0.07770012097
659	0.07764383552
660	0.0775916807
661	0.07751168018
662	0.07740645964
663	0.07735317699
664	0.07729627024
665	0.07721943196
666	0.07717747314
667	0.07709009805
668	0.07704551123
669	0.07698289475
670	0.07693020942
671	0.0769076912
672	0.07686574818
673	0.07679098803
674	0.07670236493
675	0.07663126038
676	0.07659517129
677	0.07650543022
678	0.07647495776
679	0.07642439545
680	0.07638340966
681	0.07630322323
682	0.076202712
683	0.07614447727
684	0.07610008965
685	0.07603934203
686	0.075946774
687	0.07587035668
688	0.0758057939
689	0.07570346815
690	0.07561672954
691	0.07557986058
692	0.07552627399
693	0.07547029001
694	0.07540765603
695	0.07534914189
696	0.07531925328
697	0.07527305712
698	0.07517706397
699	0.07511182764
700	0.07503013456
701	0.07498663519
702	0.07497859762
703	0.07492262332
704	0.07484269017
705	0.0747816022
706	0.07471327738
707	0.07462184241
708	0.07452408392
709	0.07451153516
710	0.07443963687
711	0.07435752756
712	0.07431066568
713	0.0742774151
714	0.0742129687
715	0.07415024065
716	0.07412303187
717	0.0740664528
718	0.07400563817
719	0.07397614619
720	0.07388713786
721	0.07386847783
722	0.07380735933
723	0.07374647754
724	0.07369004591
725	0.07362098307
726	0.07357045517
727	0.073522385
728	0.07344447446
729	0.073375239
730	0.07328738261
731	0.07323529184
732	0.07314809149
733	0.0731052275
734	0.07299923531
735	0.07295004158
736	0.07291862973
737	0.0728975568
738	0.07285026127
739	0.07278423363
740	0.07270632172
741	0.07266957002
742	0.07260685866
743	0.07256968416
744	0.07255481501
745	0.07247548263
746	0.07240432302
747	0.07238555146
748	0.07233497456
749	0.07225827715
750	0.07218851991
751	0.07214857383
752	0.07210701683
753	0.07202722876
754	0.07202037864
755	0.07198837306
756	0.07197055525
757	0.07193218699
758	0.07192150408
759	0.07184605547
760	0.07178428173
761	0.07174094862
762	0.0716780598
763	0.07162801683
764	0.07154026143
765	0.07144941016
766	0.0713940747
767	0.07133393676
768	0.07128559138
769	0.07121425953
770	0.07111962885
771	0.07102553882
772	0.07100271787
773	0.07097104943
774	0.07090682859
775	0.07087916882
776	0.07081954786
777	0.07080263022
778	0.07074519684
779	0.07072026696
780	0.07065070052
781	0.07061958392
782	0.07053553528
783	0.07049018424
784	0.07044317903
785	0.0703756422
786	0.07032300006
787	0.07027108106
788	0.07018921747
789	0.07009956168
790	0.07003834619
791	0.069985978
792	0.06996980081
793	0.06987572703
794	0.06981080098
795	0.06979892749
796	0.06974565646
797	0.06967937773
798	0.06962913259
799	0.06958364182
800	0.06952085897
801	0.06948048375
802	0.06945541983
803	0.06937552443
804	0.0693609624
805	0.06930183914
806	0.06925941894
807	0.06919920032
808	0.06914378725
809	0.06907735241
810	0.06903243002
811	0.06897277119
812	0.06889394595
813	0.06884857539
814	0.06882300531
815	0.06875694773
816	0.06871033551
817	0.06865920128
818	0.06861198941
819	0.06857268112
820	0.06854081337
821	0.06848907279
822	0.0684218512
823	0.06835995522
824	0.06832422601
825	0.06829541396
826	0.06828555956
827	0.06822594291
828	0.06819874618
829	0.068168279
830	0.06815123989
831	0.06812228546
832	0.06809886
833	0.06805138532
834	0.06799124188
835	0.06792157093
836	0.06786551089
837	0.0678130281
838	0.06778039369
839	0.06774374098
840	0.06772173867
841	0.06767008297
842	0.06765222384
843	0.06760786173
844	0.06755026081
845	0.06750703111
846	0.06742473752
847	0.06734728154
848	0.06731291952
849	0.06726702216
850	0.06723249418
851	0.06720583958
852	0.06711495023
853	0.06704931447
854	0.0670325923
855	0.06698988919
856	0.06692247056
857	0.0668712245
858	0.06681601214
859	0.06674395533
860	0.06670900963
861	0.06665284666
862	0.06659790635
863	0.06656112283
864	0.06648949896
865	0.06645307485
866	0.06642794929
867	0.06637581662
868	0.06634736537
869	0.06629275658
870	0.06624319012
871	0.06620010056
872	0.06610397294
873	0.06606808836
874	0.06603086156
875	0.06601665504
876	0.06597540518
877	0.06591728132
878	0.06588847474
879	0.06584202723
880	0.06574427483
881	0.06570511508
882	0.06565489487
883	0.06561510463
884	0.06555084479
885	0.06552755892
886	0.06547498198
887	0.06540466698
888	0.06536566748
889	0.06534823193
890	0.06526171149
891	0.06521471268
892	0.0651423761
893	0.06512842757
894	0.06509422723
895	0.06508949814
896	0.06502028562
897	0.06497429485
898	0.06495155342
899	0.06491841831
900	0.06486019452
901	0.06481185347
902	0.06477699832
903	0.06474387841
904	0.06468494663
905	0.06463975934
906	0.06458707074
907	0.06454065269
908	0.06448192005
909	0.06442472656
910	0.06438596043
911	0.06436724135
912	0.06431218087
913	0.06424425996
914	0.06419232299
915	0.06414356391
916	0.0641268469
917	0.06406936753
918	0.06404749335
919	0.06398496368
920	0.06394374122
921	0.06391973792
922	0.06384345598
923	0.06379836689
924	0.06379150983
925	0.06374365548
926	0.06371332565
927	0.06366340418
928	0.06361849395
929	0.06354286118
930	0.06350565956
931	0.06345122363
932	0.06340414755
933	0.06334319648
934	0.06332292659
935	0.06323831701
936	0.06320146095
937	0.06318422249
938	0.06315165827
939	0.06313917106
940	0.06311810815
941	0.06306650516
942	0.06305392269
943	0.06303706105
944	0.0629806446
945	0.06291205782
946	0.06285552231
947	0.06281456259
948	0.06279473486
949	0.06274717274
950	0.06271513028
951	0.06265489275
952	0.06264362766
953	0.0626015949
954	0.06259133102
955	0.06255517466
956	0.06249537404
957	0.06246087159
958	0.06242421065
959	0.06235119196
960	0.06230283724
961	0.06223638767
962	0.0622250948
963	0.06221060192
964	0.06216422971
965	0.06211762559
966	0.06208449118
967	0.06205520546
968	0.06194574597
969	0.06186527322
970	0.06179787859
971	0.06172821678
972	0.06169477357
973	0.06164432336
974	0.06159588807
975	0.0615766574
976	0.06153917529
977	0.06149312431
978	0.06143707809
979	0.0613939818
980	0.06134841348
981	0.06131751019
982	0.06128621464
983	0.06124250635
984	0.06119723479
985	0.06115412621
986	0.06111893884
987	0.06109467186
988	0.06102957285
989	0.06099554971
990	0.06093352901
991	0.06090458742
992	0.06084094962
993	0.0608114162
994	0.06078204802
995	0.06072523016
996	0.06068731535
997	0.06067538902
998	0.06062631869
999	0.06059642782
